T,CL,CD
0.019766845035503737,0.21836410897769684,-0.011169137407071634
0.02635579338067165,0.21994406682692458,-0.01139601112591507
0.03294474172583956,0.22192596912053286,-0.01164535906833836
0.039533690071007474,0.22378152651131886,-0.01187119552914708
0.046122638416175386,0.2253100220620607,-0.012060312685787208
0.0527115867613433,0.22654833870880794,-0.01221178642065747
0.05930053510651121,0.22749841234473117,-0.01233143851001212
0.06588948345167912,0.2282254496963086,-0.012424768259721827
0.07247843179684704,0.22881216225192072,-0.0124994194620793
0.07906738014201495,0.2293175684410678,-0.012564179058858644
0.08565632848718285,0.22973723422366515,-0.012618184907511544
0.09224527683235076,0.23007558790590968,-0.012661910029511171
0.09883422517751866,0.2303723359997174,-0.012700545763574426
0.10542317352268657,0.23060772048931244,-0.012730582288553739
0.11201212186785447,0.23081267704596808,-0.012758588765188672
0.11860107021302238,0.23098928462299026,-0.012782188166006249
0.12519001855819029,0.2311441891140997,-0.01280256299693904
0.1317789669033582,0.23127371859030907,-0.012820068975401276
0.1383679152485261,0.23139314455578333,-0.012836033185360666
0.144956863593694,0.2315008436040641,-0.012850423180692119
0.1515458119388619,0.23159795540531095,-0.012863163813921925
0.1581347602840298,0.23167074462756274,-0.012872833987069756
0.16472370862919772,0.23172920661943452,-0.012881176328970107
0.17131265697436562,0.2317735562721363,-0.012888127110911848
0.17790160531953353,0.23182623792839233,-0.01289517626059024
0.18449055366470143,0.23188698278573136,-0.012903439619338467
0.19107950200986934,0.23194421374539348,-0.012910786549150979
0.19766845035503725,0.23199759432380157,-0.012917645307546065
0.20425739870020515,0.23204028555401648,-0.012922605780637248
0.21084634704537306,0.23209346275753168,-0.012930738141177841
0.21743529539054096,0.23214757687135917,-0.012937640530257598
0.22402424373570887,0.23215638232742886,-0.0129388159589272
0.23061319208087677,0.23221819510647082,-0.012946683038230931
0.23720214042604468,0.23222803900871294,-0.012948715340302553
0.24379108877121258,0.2322360569372685,-0.012948377019074924
0.2503800371163805,0.2322440114618774,-0.012949879475412816
0.25696898546154845,0.23223269956766077,-0.012948568869944834
0.2635579338067164,0.23223023789256736,-0.012950885663973058
0.2701468821518843,0.2322404216286497,-0.012951692136034887
0.27673583049705225,0.23226274156121512,-0.012955345444848759
0.2833247788422202,0.2322851625891983,-0.012956867139061995
0.2899137271873881,0.23227108254710613,-0.01295465076936191
0.29650267553255605,0.23226156398951264,-0.012953656447243478
0.303091623877724,0.2322619067924727,-0.012953623665565706
0.3096805722228919,0.23226734632338517,-0.012955235595399028
0.31626952056805985,0.23228103353516516,-0.01295659555518156
0.3228584689132278,0.2322727774289406,-0.012956520026839833
0.3294474172583957,0.232288437830219,-0.012958028767001358
0.33603636560356365,0.23230705464650037,-0.01296010112911927
0.3426253139487316,0.23232132689848278,-0.012961939849901662
0.3492142622938995,0.23232562918128755,-0.012963613763552127
0.35580321063906745,0.23233688377410616,-0.012964717301486472
0.3623921589842354,0.23234845462932885,-0.012966212296563872
0.3689811073294033,0.2323615955970253,-0.012967381725031191
0.37557005567457125,0.2323544541551194,-0.012967037957345105
0.3821590040197392,0.23236419532385796,-0.012967796509584888
0.3887479523649071,0.23235618667013036,-0.012967414855718385
0.39533690071007505,0.23237796190519946,-0.012970662469790442
0.401925849055243,0.23237138488082318,-0.012970092305242842
0.4085147974004109,0.232369067594387,-0.012970066608779343
0.41510374574557884,0.232380916555219,-0.012971878687716125
0.4216926940907468,0.23238952239573613,-0.012972701030241696
0.4282816424359147,0.23241712748292567,-0.012975711583114273
0.43487059078108264,0.23240074643388017,-0.012972754360926642
0.4414595391262506,0.2324202067132873,-0.0129759806102201
0.4480484874714185,0.2324136087536606,-0.012975608102613528
0.45463743581658644,0.23242926126019822,-0.01297839498028655
0.4612263841617544,0.23241953377173866,-0.012976266112094587
0.4678153325069223,0.23242248866812854,-0.012976779689162015
0.47440428085209024,0.23242673178962933,-0.012978826301607344
0.4809932291972582,0.23244841758339857,-0.01298177303479264
0.4875821775424261,0.2324409019384489,-0.012979750841809563
0.49417112588759404,0.23244547868725426,-0.012981102994502594
0.5007600742327619,0.23245590039676148,-0.012982248826423962
0.5073490225779298,0.2324697736435643,-0.012983144403917447
0.5139379709230977,0.23245792159785658,-0.01298174000062914
0.5205269192682656,0.2324574366547129,-0.012980965665082153
0.5271158676134334,0.23243277831526754,-0.012978559515174373
0.5337048159586013,0.23244203110710412,-0.012980085614668463
0.5402937643037692,0.23243639242536265,-0.012980804648263683
0.5468827126489371,0.23245485407409047,-0.012982218132958937
0.5534716609941049,0.23247965875728663,-0.012984593380607635
0.5600606093392728,0.2324715807049651,-0.012984016601847812
0.5666495576844407,0.23247034313907988,-0.012983010192517828
0.5732385060296086,0.23246211657648722,-0.01298305804512431
0.5798274543747765,0.23246953642781035,-0.012983921073511614
0.5864164027199443,0.23247552528305884,-0.012985388203245607
0.5930053510651122,0.232456461279985,-0.012985162564767777
0.5995942994102801,0.23249050991385603,-0.012988279265886441
0.606183247755448,0.23253375411005575,-0.012992788474724593
0.6127721961006158,0.23253802893925846,-0.012992841819570734
0.6193611444457837,0.23252156308322877,-0.012991661807183906
0.6259500927909516,0.23253223109742752,-0.01299227519840268
0.6325390411361195,0.232541493556096,-0.012993709011204262
0.6391279894812874,0.232580041269553,-0.01299931281856391
