ref age (deg),T,DT,RPM_1,CT_1,CQ_1,eta_1
0.0,0.0,0.00018115942028985507,9200.0,0.1326423043716248,0.009813998982474472,0.8604312448592093
10.0,0.00018115942028985507,0.00018115942028985507,9200.0,0.1298370350624689,0.009822855226326236,0.841474518374475
20.0,0.00036231884057971015,0.00018115942028985507,9200.0,0.11161374694552985,0.009485767032800838,0.7490750924817481
30.0,0.0005434782608695652,0.00018115942028985507,9200.0,0.11057059943093586,0.009477323313493264,0.7427353432171104
40.0,0.0007246376811594203,0.00018115942028985507,9200.0,0.11120415876373412,0.009491191929172613,0.7458996379674757
50.0,0.0009057971014492754,0.00018115942028985507,9200.0,0.11259032612388414,0.009523146175942455,0.7526633159202281
60.0,0.0010869565217391304,0.00018115942028985507,9200.0,0.11386148712995138,0.009546275798278294,0.7593167801749154
70.0,0.0012681159420289854,0.00018115942028985507,9200.0,0.11484971367484514,0.009563251844245573,0.7645474548509056
80.0,0.0014492753623188406,0.00018115942028985507,9200.0,0.11584101815397346,0.009585720300397517,0.7693389781564272
90.00000000000001,0.0016304347826086958,0.00018115942028985507,9200.0,0.11643263010465331,0.009589330753685359,0.7729769300625721
100.00000000000001,0.001811594202898551,0.00018115942028985507,9200.0,0.11676924003262769,0.009576408338364387,0.7762576989464872
110.00000000000001,0.001992753623188406,0.00018115942028985507,9200.0,0.11683543976498996,0.009549961599430239,0.7788486926700496
120.00000000000001,0.0021739130434782613,0.00018115942028985507,9200.0,0.11652665434492807,0.009504374337642618,0.7805161026751362
130.00000000000003,0.0023550724637681165,0.00018115942028985507,9200.0,0.11576914423396319,0.00943944177121178,0.7807763216908329
140.00000000000003,0.0025362318840579717,0.00018115942028985507,9200.0,0.11456195103712069,0.009357028363427786,0.7794398003141272
150.00000000000003,0.002717391304347827,0.00018115942028985507,9200.0,0.11256279192793812,0.00925126583208393,0.7745934478036874
160.00000000000006,0.002898550724637682,0.00018115942028985507,9200.0,0.1101200329341082,0.009148702370565285,0.7662790575106541
170.00000000000003,0.0030797101449275372,0.00018115942028985507,9200.0,0.10702602239197112,0.009040281007642264,0.7536810189305623
180.00000000000006,0.0032608695652173924,0.00018115942028985507,9200.0,0.10367073553301515,0.008948718020552419,0.737522848575953
190.00000000000006,0.0034420289855072476,0.00018115942028985507,9200.0,0.10051179003511598,0.008874515846809889,0.7210285495790205
200.00000000000006,0.003623188405797103,0.00018115942028985507,9200.0,0.09841294553051064,0.008843738696028763,0.7084291964640506
210.00000000000009,0.003804347826086958,0.00018115942028985507,9200.0,0.09753983282633326,0.008854180600590147,0.7013160107275589
220.00000000000009,0.003985507246376813,0.00018115942028985507,9200.0,0.09735284842454119,0.008883900010484403,0.697629961280797
230.00000000000009,0.004166666666666668,0.00018115942028985507,9200.0,0.0978172392027999,0.008936477809976586,0.6968336953222389
240.0000000000001,0.0043478260869565235,0.00018115942028985507,9200.0,0.09857734989194362,0.00899023788802928,0.6980492711140615
250.00000000000009,0.004528985507246379,0.00018115942028985507,9200.0,0.09928649142393459,0.00903793747398452,0.6993602661162792
260.0000000000001,0.004710144927536234,0.00018115942028985507,9200.0,0.09990655547684915,0.009077594887609055,0.7006535254455829
270.0000000000001,0.004891304347826089,0.00018115942028985507,9200.0,0.10049031994456183,0.00910983329543078,0.702253515883105
280.0000000000001,0.005072463768115944,0.00018115942028985507,9200.0,0.10086974064706176,0.009132515415683709,0.7031542615217354
290.0000000000001,0.0052536231884057994,0.00018115942028985507,9200.0,0.10121279701520042,0.00914766258622333,0.7043773990258764
300.0000000000001,0.005434782608695655,0.00018115942028985507,9200.0,0.10134053820137316,0.009150771831057437,0.7050267622497496
310.0000000000001,0.00561594202898551,0.00018115942028985507,9200.0,0.10128368063089838,0.009145246919167769,0.7050568921507155
320.0000000000001,0.005797101449275365,0.00018115942028985507,9200.0,0.10100642106327293,0.009129458803466613,0.7043427893069418
330.00000000000017,0.00597826086956522,0.00018115942028985507,9200.0,0.1006367349967017,0.009106847631792193,0.7035072718440623
340.0000000000001,0.006159420289855075,0.00018115942028985507,9200.0,0.10009671164539623,0.009076879598008914,0.7020424265230294
350.00000000000017,0.0063405797101449305,0.00018115942028985507,9200.0,0.09946417859178276,0.009043985959611398,0.7001433108875589
360.00000000000017,0.006521739130434786,0.00018115942028985507,9200.0,0.09890667032590225,0.009024594680136333,0.6977149022227345
370.0000000000001,0.006702898550724641,0.00018115942028985507,9200.0,0.09791203002261364,0.008986331098706243,0.693639412796821
380.00000000000017,0.006884057971014496,0.00018115942028985507,9200.0,0.09736119336604193,0.008969388425923683,0.6910399886237804
390.00000000000017,0.007065217391304351,0.00018115942028985507,9200.0,0.09700908306133764,0.00896359235850232,0.6889860438322675
400.00000000000017,0.0072463768115942065,0.00018115942028985507,9200.0,0.09680092208464619,0.008967840589234784,0.6871819405050092
410.00000000000017,0.007427536231884062,0.00018115942028985507,9200.0,0.09712074179487566,0.008992342656849504,0.6875737156938632
420.0000000000002,0.007608695652173917,0.00018115942028985507,9200.0,0.09717774840486319,0.009009414269684548,0.6866736750785934
430.00000000000017,0.007789855072463772,0.00018115942028985507,9200.0,0.0974549961345781,0.009035749673592598,0.6866256779622685
440.00000000000017,0.007971014492753626,0.00018115942028985507,9200.0,0.09774080923291738,0.009056461201302898,0.6870645204766219
450.00000000000017,0.008152173913043482,0.00018115942028985507,9200.0,0.09796703397938075,0.009073665996787366,0.687348982137567
460.00000000000017,0.008333333333333337,0.00018115942028985507,9200.0,0.0981980073006382,0.009088439549472166,0.6878495776352839
