XFOIL & experimental polar
Polar key
Airfoil,DU21_A17
Reynolds number,7000000
Ncrit,9
Mach,0
Max Cl/Cd
Max Cl/Cd alpha


Alpha,Cl,Cd,Cdp,Cm,Top_Xtr,Bot_Xtr
-30.00,-0.8382,0.4405,0.0,0.152,0.0,0.0
-25.00,-0.7907,0.3256,0.0,0.1262,0.0,0.0
-24.00,-0.7943,0.3013,0.0,0.117,0.0,0.0
-23.00,-0.8048,0.2762,0.0,0.1059,0.0,0.0
-22.00,-0.8214,0.2506,0.0,0.0931,0.0,0.0
-21.00,-0.8431,0.2246,0.0,0.0788,0.0,0.0
-20.00,-0.8691,0.1983,0.0,0.0631,0.0,0.0
-19.00,-0.8985,0.172,0.0,0.0464,0.0,0.0
-18.00,-0.9305,0.1457,0.0,0.0286,0.0,0.0
-17.00,-0.9642,0.1197,0.0,0.0102,0.0,0.0
-16.00,-0.9987,0.094,0.0,-0.0088,0.0,0.0
-15.00,-1.0331,0.0689,0.0,-0.0281,0.0,0.0
-14.50,-1.05,0.05665,0.0,-0.0378,0.0,0.0
-12.01,-0.953,0.02713,0.0,-0.0349,0.0,0.0
-11.00,-0.9,0.03026,0.0,-0.03608,0.0,0.0
-9.98,-0.827,0.02869,0.0,-0.0464,0.0,0.0
-8.12,-0.536,0.01235,0.0,-0.08211,0.0,0.0
-7.62,-0.467,0.01094,0.0,-0.09239,0.0,0.0
-7.11,-0.393,0.00916,0.0,-0.10145,0.0,0.0
-6.60,-0.323,0.00826,0.0,-0.10732,0.0,0.0
-6.50,-0.311,0.00887,0.0,-0.1083,0.0,0.0
-6.00,-0.245,0.00821,0.0,-0.1112,0.0,0.0
-5.50,-0.178,0.00738,0.0,-0.1146,0.0,0.0
-5.00,-0.113,0.00689,0.0,-0.1172,0.0,0.0
-4.50,-0.048,0.00651,0.0,-0.1194,0.0,0.0
-4.00,0.016,0.00631,0.0,-0.1213,0.0,0.0
-3.50,0.08,0.0061,0.0,-0.1232,0.0,0.0
-3.00,0.145,0.00582,0.0,-0.1252,0.0,0.0
-2.50,0.208,0.00574,0.0,-0.1268,0.0,0.0
-2.00,0.27,0.0057,0.0,-0.1282,0.0,0.0
-1.50,0.333,0.00567,0.0,-0.1297,0.0,0.0
-1.00,0.396,0.00568,0.0,-0.131,0.0,0.0
-0.50,0.458,0.00567,0.0,-0.1324,0.0,0.0
0.00,0.521,0.00569,0.0,-0.1337,0.0,0.0
0.50,0.583,0.00574,0.0,-0.135,0.0,0.0
1.00,0.645,0.00576,0.0,-0.1363,0.0,0.0
1.50,0.706,0.00585,0.0,-0.1374,0.0,0.0
2.00,0.768,0.00592,0.0,-0.1385,0.0,0.0
2.50,0.828,0.00605,0.0,-0.1395,0.0,0.0
3.00,0.888,0.00627,0.0,-0.1403,0.0,0.0
3.50,0.948,0.00664,0.0,-0.1406,0.0,0.0
4.00,0.996,0.00708,0.0,-0.1398,0.0,0.0
4.50,1.046,0.00794,0.0,-0.139,0.0,0.0
5.00,1.095,0.00903,0.0,-0.1378,0.0,0.0
5.50,1.145,0.01029,0.0,-0.1369,0.0,0.0
6.00,1.191,0.01135,0.0,-0.1353,0.0,0.0
6.50,1.238,0.0122,0.0,-0.1338,0.0,0.0
7.00,1.282,0.01308,0.0,-0.1317,0.0,0.0
7.50,1.323,0.01388,0.0,-0.1291,0.0,0.0
8.00,1.356,0.01469,0.0,-0.1249,0.0,0.0
8.50,1.383,0.01578,0.0,-0.1213,0.0,0.0
9.00,1.4,0.018,0.0,-0.1177,0.0,0.0
9.50,1.397,0.0209,0.0,-0.1142,0.0,0.0
10.00,1.352,0.0252,0.0,-0.1103,0.0,0.0
10.50,1.306,0.02962,0.0,-0.1066,0.0,0.0
11.00,1.278,0.03406,0.0,-0.1032,0.0,0.0
11.50,1.264,0.03932,0.0,-0.1002,0.0,0.0
12.00,1.261,0.04582,0.0,-0.0971,0.0,0.0
12.50,1.261,0.0533,0.0,-0.094,0.0,0.0
13.00,1.26,0.06192,0.0,-0.0909,0.0,0.0
13.50,1.259,0.07062,0.0,-0.0883,0.0,0.0
14.00,1.257,0.07879,0.0,-0.0865,0.0,0.0
14.50,1.257,0.08793,0.0,-0.0854,0.0,0.0
15.00,1.258,0.09629,0.0,-0.0849,0.0,0.0
15.50,1.264,0.10484,0.0,-0.0847,0.0,0.0
16.00,1.266,0.11409,0.0,-0.085,0.0,0.0
16.50,1.278,0.1239,0.0,-0.0858,0.0,0.0
17.00,1.287,0.1334,0.0,-0.0869,0.0,0.0
17.50,1.289,0.14269,0.0,-0.0883,0.0,0.0
18.00,1.288,0.15221,0.0,-0.0901,0.0,0.0
18.50,1.287,0.16215,0.0,-0.0922,0.0,0.0
19.00,1.287,0.17238,0.0,-0.0949,0.0,0.0
19.50,1.285,0.18285,0.0,-0.098,0.0,0.0
20.00,1.289,0.19349,0.0,-0.1017,0.0,0.0
20.50,1.302,0.20448,0.0,-0.1059,0.0,0.0
21.00,1.301,0.2156,0.0,-0.1105,0.0,0.0
22.00,1.2522,0.2432,0.0,-0.1172,0.0,0.0
23.00,1.203,0.2711,0.0,-0.1239,0.0,0.0
24.00,1.1545,0.2993,0.0,-0.1305,0.0,0.0
25.00,1.1075,0.3277,0.0,-0.137,0.0,0.0
26.00,1.063,0.3561,0.0,-0.1433,0.0,0.0
28.00,0.9857,0.4125,0.0,-0.1556,0.0,0.0
30.00,0.9302,0.4675,0.0,-0.1671,0.0,0.0
32.00,0.9044,0.5203,0.0,-0.1778,0.0,0.0
