x_data,y_data
0.041558441558441565,-71.02447329953299
0.07673027652619484,-57.222986809035184
0.11125011043378392,-46.24769727218857
0.1451179432812086,-37.89863168976225
0.178333775068469,-31.658713316735227
0.21089760579556496,-27.032227193166523
0.24280943546249667,-23.57590601938247
0.2740692640692639,-20.962930622592523
0.3046770916158669,-18.947907626193892
0.33463291810230605,-17.351233717749693
0.36393674352858,-16.045066696461934
0.3925885678946907,-14.937500404591939
0.4205883912006363,-13.98758883812595
0.44793621344641776,-13.160590901162772
0.47463203463203424,-12.432063969163345
0.5006758547574875,-11.782983142538404
0.5260676738227762,-11.204565269636392
0.5508074918278999,-10.687971821370558
0.5748953087728595,-10.225353568750863
0.5983311246576549,-9.813355237757206
0.6211149394822862,-9.446163880392108
0.6432467532467533,-9.118140522317182
0.6647265659510563,-8.823098026604848
0.6855543775951934,-8.557150339512484
0.7057301881791674,-8.317023993345915
0.7252539977029775,-8.100655412395456
0.7441258061666219,-7.904644156604558
0.7623456135701038,-7.731638093319205
0.77991341991342,-7.580870429133834
0.7968292251965717,-7.451415370273186
0.8130930294195595,-7.344362593844875
0.8287048325823827,-7.259373855397406
0.8436646346850437,-7.196275755634801
0.8579724357275369,-7.152507945775064
0.8716282357098676,-7.1267645672760365
0.8846320346320343,-7.115807820456536
0.8969838324940366,-7.117396941296989
0.9086836292958734,-7.128231354744513
0.9197314250375473,-7.146161117078434
0.9301272197190565,-7.168274763516614
0.9398710133404012,-7.192692653644703
0.9489628059015808,-7.217829490776185
0.9574025974025978,-7.242043574301778
0.9651903878434495,-7.265025394147938
0.9723261772241361,-7.285632846138754
0.9788099655446589,-7.303511779685405
0.9846417528050179,-7.319294143830175
0.9898215390052129,-7.3325215739068215
0.9943493241452425,-7.343429982725833
0.9982251082251076,-7.352377891025942
