t,Zx1,Zy1,Zz1,R1,a1,Zx2,Zy2,Zz2,R2,a2
0.0,-2.621090073379801e-16,-1.5543122344752193e-17,1.1564823173178715e-20,0.7915167010742491,0.07905999999999874,-2.621090073379801e-16,-1.5543122344752193e-17,0.7906000000000027,0.791516701074249,0.07905999999999874
0.0255922319516671,-1.6230072841239008e-16,-1.282924384011292e-16,0.010556636446489645,0.7882510972401787,0.07905999999999874,-5.174101887680157e-17,-1.672736023768569e-16,0.8010989021110132,0.794164536941542,0.07905999999999874
0.0511844639033342,-1.9973220608291183e-16,-2.0045693500176438e-16,0.021442231941463795,0.7844213771383343,0.07905999999999874,-1.658626939497291e-16,-3.910452208957496e-17,0.8118031500516394,0.7962570378135274,0.07905999999999874
0.0767766958550013,-7.425387465392279e-17,2.0477446898641776e-17,0.032870520834258975,0.7801853585698578,0.07905999999999874,-1.6141409196911303e-16,-1.382844456227556e-16,0.8229350856779886,0.7979350279347248,0.07905999999999874
0.1023689278066684,-1.6576246548222824e-18,-1.6295606839220354e-16,0.04497597909133767,0.7757395472206182,0.07905999999999874,-1.205671365214458e-16,-1.3680414825658875e-16,0.8346246675168453,0.7994306418343726,0.07905999999999874
0.1279611597583355,-4.9755724232072554e-17,-7.981269965916403e-17,0.05778326167601267,0.7713427241647542,0.07905999999999874,-1.9340239286612537e-16,-1.1546319456101628e-16,0.8468974717554371,0.8009758676335369,0.07905999999999874
0.1535533917100026,1.8696464129972256e-17,-1.491399596413127e-16,0.07121582960557721,0.7672049671509401,0.07905999999999874,-3.873830268909096e-17,-1.2335811384723962e-16,0.8596653584946576,0.8028233076118716,0.07905999999999874
0.1791456236616697,-9.673589090258221e-17,2.3314683517128286e-17,0.08510555997023103,0.7635266213864009,0.07905999999999874,-1.5077059970873088e-16,-8.079956456994194e-17,0.8727509224533295,0.8051511594707035,0.07905999999999874
0.2047378556133368,-1.1066379294414712e-16,-1.2249460705030893e-16,0.09921503665256377,0.7604103835542239,0.07905999999999874,-2.0002903654435676e-16,-1.8084299490005327e-16,0.8858827681152425,0.8080850362546126,0.07905999999999874
0.2303300875650039,-2.446422694054225e-16,-1.223712489364617e-16,0.11328508140793957,0.7578890185941491,0.07905999999999874,-1.9002160955849946e-16,-5.304398895431304e-17,0.8987820428310259,0.811624279583157,0.07905999999999874
