t,Zx1,Zy1,Zz1,R1,a1,Zx2,Zy2,Zz2,R2,a2
0.0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.0255922319516671,-4.2696299667495926e-16,-3.4306218332126524e-16,0.012935195617551956,0.7136174636174636,0.11284408017774628,-5.533487835803279e-16,-3.757180800294457e-16,0.803514448586839,0.6590578752642706,0.19940842567391137
0.0511844639033342,-6.454594829406789e-16,-3.076938158616892e-16,0.02562206894367349,0.7353503844993968,0.018149653434405447,-5.905927276198269e-16,-1.2487881198020127e-16,0.8159444862710078,0.8110900255391601,0.06307892854370313
0.0767766958550013,-9.67366515659786e-16,-2.557386036692756e-16,0.03774383016112173,0.8198331429503917,0.06103831409032192,-2.1382682916850027e-16,-2.3250886894706595e-16,0.8276769254658061,-1.4444444444444444,3.267462582554705
0.1023689278066684,-3.7758966753425175e-16,-3.790334053821642e-16,0.04926010761487084,0.7585295291300878,0.0683679532164807,-8.755157330143393e-16,-2.9064937701004605e-16,0.8386816202765581,0.703853283898305,0.11206113721623057
0.1279611597583355,-7.361172012322868e-16,-3.1594984361817574e-16,0.060313181866599445,0.6239359318996416,0.19013831308265064,-5.677603217429023e-16,-2.3375613050502385e-16,0.8491375074753518,0.8013186177248677,0.07197546526707184
0.1535533917100026,-5.149110816382335e-16,-2.4391465427961937e-16,0.0712565153254736,0.6796128107074569,0.08174432943727623,-6.572322442232447e-16,-1.961771383807918e-16,0.8594335735658857,1.2255351681957187,0.6032948202067402
0.1791456236616697,-8.777054373839485e-17,-2.0154010590398021e-16,0.08256227920509585,0.6686545801526718,0.24003141873710016,-7.795724179071574e-16,-3.533636732308465e-16,0.870061895612995,0.787090782447179,0.05881638641500063
0.2047378556133368,-1.5113494150475292e-16,-4.4197837210148826e-16,0.09469993251240924,0.7643098200105876,0.056686918708012686,-5.080777322655557e-16,-1.1866564649860255e-16,0.881448996604071,0.7889590854392299,0.03665218150908217
0.2303300875650039,-2.1567455903897844e-16,-1.9289233717781559e-16,0.10797199403283776,18.270833333333332,24.738861831584373,-2.2410307400433114e-16,-1.9991467931194085e-16,0.8938550190920795,0.8581671966731899,0.11882791970094002
0.255922319516671,-4.447036654604515e-16,-2.1422368245005047e-16,0.12239654883395948,0.9739669421487603,0.3137879510413058,-6.093543606859351e-16,-3.3112428162931796e-16,0.9072030895942333,0.7532087053571429,0.08850475456232913
0.2815145514683381,-5.87207044066974e-16,-2.718836432402949e-16,0.13763670946863157,0.7123371335504886,0.16727071220542417,-7.699107590197184e-16,-2.0615879494181747e-16,0.9210811578120384,0.7956092019471239,0.05993405646181078
0.3071067834200052,-3.606714302832149e-16,-5.087054127384407e-16,0.15315759847125146,1.2690746753246753,0.7243427998346421,-5.091307376480935e-16,-3.57535583375901e-16,0.9348193090959733,0.8972568988173456,0.13625820182881146
0.3326990153716723,-5.284625565212926e-16,-3.207799669251876e-16,0.16823712620026052,0.8797169811320755,0.19545206038375312,-7.84391834474205e-16,-1.2571310127876008e-16,0.947759739442926,0.4285453216374269,0.3524863541175684
0.3582912473233394,-3.250726163944681e-16,-6.411246837313309e-16,0.18229801747213886,0.7563948840927258,0.07526501616461709,-7.298757222803645e-16,-3.5528662329019494e-16,0.959348540488062,0.7948814655172414,0.07405020778675069
0.3838834792750065,-4.574531122471121e-16,-3.6444763481842016e-16,0.1949480195741645,0.7949674893842887,0.11592497257347999,-9.635452945040164e-16,-8.504448914184676e-17,0.9693120623224559,0.8494274809160305,0.04654767545811539
0.4094757112266736,-2.3988798271153695e-16,-2.4306597932764493e-16,0.20617383295723019,1.2979991007194245,0.8460652176514545,-1.2240692223346545e-15,-3.8801988602643856e-16,0.977863823739721,0.8920769230769231,0.12485925804491403
0.4350679431783407,-5.85890248921956e-16,-2.730836798117956e-16,0.21629844655211697,0.7901350752878654,0.015688119484818925,-9.211478116451209e-16,-3.9598524463332396e-16,0.9855264100694016,0.962298927613941,0.2491491831105596
0.4606601751300078,-2.871557222836125e-16,-1.2907456370210548e-16,0.22595004498427415,0.746036220544919,0.1264671073110019,-9.590793711765566e-16,-5.255994203173212e-16,0.9931020498438193,0.8227562981105668,0.018184051224645434
0.4862524070816749,-2.3841824943620072e-17,-1.971793332453531e-16,0.23590263852162469,0.7353928632332879,0.06982653043385834,-1.694855595992698e-15,-3.4643651373644574e-16,1.001601955562201,0.7421348496630379,0.17110174678535636
0.511844639033342,-6.217215883273093e-17,-1.6875999053731055e-16,0.24706130699345147,0.6903293918918919,0.08382002454948718,-5.640618344448691e-16,-3.492421170352491e-16,1.0118538643932211,1.1187413194444444,0.4637981501785416
0.537436870985009,-3.0095000454125874e-16,-1.5168437605678495e-16,0.2601555709410761,0.63531799729364,0.3420000089841497,-1.2962000781509955e-15,-3.6683232878637754e-16,1.024245186246451,0.8540178571428572,0.0991958562393782
0.5630291029366761,-2.855868675423684e-16,1.0300501405749518e-17,0.2754729587905768,0.7486376021798365,0.245366391207343,-8.99643930874075e-16,4.0645920385405824e-16,1.0384973029318343,0.8752014129895885,0.1027550850912975
