x_data,y_data
0.041558441558441565,0.0
0.07673027652619484,0.0
0.11125011043378392,0.0
0.1451179432812086,-1.703329495337802
0.178333775068469,-1.593950782308677
0.21089760579556496,-1.5131256072792592
0.24280943546249667,-1.5892171403430548
0.2740692640692639,-1.4956423064915008
0.3046770916158669,-1.3338248294516497
0.33463291810230605,-1.2288939137841959
0.36393674352858,-1.1528128075412785
0.3925885678946907,-1.1006109779353344
0.4205883912006363,-1.1050579747593132
0.44793621344641776,-1.1203396670326053
0.47463203463203424,-1.09632773908571
0.5006758547574875,-1.0805462455373434
0.5260676738227762,-1.0805574383271128
0.5508074918278999,-1.094033546281987
0.5748953087728595,-1.1081877975070804
0.5983311246576549,-1.0954955045316286
0.6211149394822862,-1.1005650092627342
0.6432467532467533,-1.1274034337901764
0.6647265659510563,-1.088504404013859
0.6855543775951934,-1.0485692667798856
0.7057301881791674,-1.0328011247085158
0.7252539977029775,-1.0247770937242042
0.7441258061666219,-1.0232276246086267
0.7623456135701038,-1.0322852542941074
0.77991341991342,-1.0197933877044907
0.7968292251965717,-1.0154917024380603
0.8130930294195595,-1.033707362459503
0.8287048325823827,-1.0335449573265496
0.8436646346850437,-1.0085252823529807
0.8579724357275369,-1.012157937894025
0.8716282357098676,-1.001981401708857
0.8846320346320343,-0.9786861407802002
0.8969838324940366,-0.9581245614653335
0.9086836292958734,-0.9325456933595464
0.9197314250375473,-0.90150411870424
0.9301272197190565,-0.8644016907673068
0.9398710133404012,-0.8214893437852226
0.9489628059015808,-0.7731151269493478
0.9574025974025978,-0.7196289243983353
0.9651903878434495,-0.6612499735691498
0.9723261772241361,-0.6058529606796581
0.9788099655446589,-0.5369614635127984
0.9846417528050179,-0.4529853832225362
0.9898215390052129,-0.371931780868144
0.9943493241452425,-0.2791015488192723
0.9982251082251076,-0.15733756270101076
