x_data,y_data
0.041558441558441565,0.6407703646879171
0.07673027652619484,0.37348462261765464
0.11125011043378392,0.27264160934478815
0.1451179432812086,0.22331321751127234
0.178333775068469,0.1915170064333385
0.21089760579556496,0.16731734539325335
0.24280943546249667,0.14577989766280455
0.2740692640692639,0.12684325917577252
0.3046770916158669,0.11181341961495898
0.33463291810230605,0.09967771462340036
0.36393674352858,0.08970180160298379
0.3925885678946907,0.08131838191146244
0.4205883912006363,0.07409228086572174
0.44793621344641776,0.06771292073220389
0.47463203463203424,0.06216580103185251
0.5006758547574875,0.05738417214380781
0.5260676738227762,0.05322568967499858
0.5508074918278999,0.0495478613816094
0.5748953087728595,0.04627115278750454
0.5983311246576549,0.043336402461979125
0.6211149394822862,0.040695656151157264
0.6432467532467533,0.0383096391182727
0.6647265659510563,0.03614588344244618
0.6855543775951934,0.034177320505105475
0.7057301881791674,0.032381209238055327
0.7252539977029775,0.030738310290005993
0.7441258061666219,0.02923224273392665
0.7623456135701038,0.027848977944277795
0.77991341991342,0.026576441766709164
0.7968292251965717,0.025404191489083783
0.8130930294195595,0.02432314470089084
0.8287048325823827,0.023325376728888358
0.8436646346850437,0.022403948012274494
0.8579724357275369,0.021552761740401317
0.8716282357098676,0.02076644592618241
0.8846320346320343,0.020039959499296295
0.8969838324940366,0.019351514491109046
0.9086836292958734,0.018678624785855615
0.9197314250375473,0.01796755949199268
0.9301272197190565,0.01723158035092841
0.9398710133404012,0.01649503303542691
0.9489628059015808,0.01565614439739871
0.9574025974025978,0.014560418138198904
0.9651903878434495,0.013306227172962412
0.9723261772241361,0.012064202392609953
0.9788099655446589,0.010873126088969511
0.9846417528050179,0.009729099426575056
0.9898215390052129,0.008602770357007293
0.9943493241452425,0.00753213852595253
0.9982251082251076,0.006552760223930109
