Knauer_r,Knauer_Psi,Kelley_r,Kelley_Psi,LLR_r,LLR_Psi,HLR_r,HLR_Psi,CBR1_2BC_r,CBR1_2BC_Psi,CBR2_2BC_r,CBR2_2BC_Psi,CBR1_4BC_r,CBR1_4BC_Psi,CBR2_4BC_r,CBR2_4BC_Psi
0.0415584415584415,46.24769727218857,0.0415584415584415,13.307900631547007,0.0415584415584415,46.24769727218857,0.0415584415584415,13.307900631547007,0.0415584415584415,46.24769727218857,0.0415584415584415,13.307900631547007,0.0415584415584415,46.24769727218857,0.0415584415584415,13.307900631547007
0.0767302765261948,46.24769727218857,0.0767302765261948,13.31022553368281,0.0767302765261948,46.24769727218857,0.0767302765261948,13.31022553368281,0.0767302765261948,46.24769727218857,0.0767302765261948,13.31022553368281,0.0767302765261948,46.24769727218857,0.0767302765261948,13.31022553368281
0.1112501104337839,46.24769727218857,0.1112501104337839,13.295352413755026,0.1112501104337839,46.24769727218857,0.1112501104337839,13.295352413755026,0.1112501104337839,46.206522350151346,0.1112501104337839,13.295352413755026,0.1112501104337839,46.17087851575368,0.1112501104337839,13.295352413755026
0.1451179432812086,38.6268419694116,0.1451179432812086,13.348688847498678,0.1451179432812086,38.6268419694116,0.1451179432812086,13.348688847498678,0.1451179432812086,31.18731074473635,0.1451179432812086,13.348688847498678,0.1451179432812086,25.22343345928315,0.1451179432812086,13.348688847498678
0.178333775068469,34.27024286999286,0.178333775068469,13.392123678657295,0.178333775068469,34.27024286999286,0.178333775068469,13.392123678657295,0.178333775068469,22.594177640478666,0.178333775068469,13.392123678657295,0.178333775068469,14.029430201588072,0.178333775068469,13.392123678657295
0.2108976057955649,29.466748540720964,0.2108976057955649,12.764347772973313,0.2108976057955649,29.466748540720964,0.2108976057955649,12.764347772973313,0.2108976057955649,16.151129823301524,0.2108976057955649,12.764347772973313,0.2108976057955649,12.764347772973313,0.2108976057955649,18.185129523994057
0.2428094354624966,25.172414940700257,0.2428094354624966,11.726776867184562,0.2428094354624966,25.172414940700257,0.2428094354624966,11.726776867184562,0.2428094354624966,11.726776867184562,0.2428094354624966,11.856255415745997,0.2428094354624966,11.726776867184562,0.2428094354624966,19.79488844447628
0.2740692640692639,22.328930622592523,0.2740692640692639,9.962930622592523,0.2740692640692639,22.328930622592523,0.2740692640692639,9.962930622592523,0.2740692640692639,10.748828993274069,0.2740692640692639,13.193712225005935,0.2740692640692639,10.158528004835063,0.2740692640692639,20.055322645479336
0.3046770916158669,20.31390762619389,0.3046770916158669,7.947907626193889,0.3046770916158669,20.31390762619389,0.3046770916158669,7.947907626193889,0.3046770916158669,9.495309921904544,0.3046770916158669,13.980625662745215,0.3046770916158669,8.118675922651757,0.3046770916158669,19.614978992778113
0.334632918102306,18.926768410579573,0.334632918102306,6.9033672956940375,0.334632918102306,18.926768410579573,0.334632918102306,6.9033672956940375,0.334632918102306,8.356750894711329,0.334632918102306,14.43817446165067,0.334632918102306,6.925823139332497,0.334632918102306,18.85741633866832
0.36393674352858,17.908059710146254,0.36393674352858,6.5155732144777705,0.36393674352858,17.962362612072802,0.36393674352858,6.497756856174368,0.36393674352858,7.550804374473202,0.36393674352858,14.752754052547072,0.36393674352858,6.528857742245275,0.36393674352858,17.867569482221185
0.3925885678946907,16.91281406980375,0.3925885678946907,6.058725491846664,0.3925885678946907,17.26920200403412,0.3925885678946907,5.93750040459194,0.3925885678946907,6.711023208605026,0.3925885678946907,14.99513315867171,0.3925885678946907,6.266587750277613,0.3925885678946907,16.301722730838527
0.4205883912006363,16.04419027796626,0.4205883912006363,5.299950893298503,0.4205883912006363,16.853077768850955,0.4205883912006363,4.98758883812595,0.4205883912006363,5.597293278317968,0.4205883912006363,15.274197470679848,0.4205883912006363,6.257555824767339,0.4205883912006363,13.564392756315488
0.4479362134464177,15.162736549845784,0.4479362134464177,4.723471738597917,0.4479362134464177,16.52626090116277,0.4479362134464177,4.160590901162772,0.4479362134464177,4.584311843553314,0.4479362134464177,15.499837927261026,0.4479362134464177,7.401415452505657,0.4479362134464177,8.675677082680718
0.4746320346320342,13.898688719652283,0.4746320346320342,4.283016334666124,0.4746320346320342,15.797733969163346,0.4746320346320342,3.4320639691633446,0.4746320346320342,3.6857900509409443,0.4746320346320342,15.231500969749664,0.4746320346320342,11.222964334023294,0.4746320346320342,5.48199460860177
0.5006758547574875,12.695501140469023,0.5006758547574875,3.9441960064867523,0.5006758547574875,15.148653142538404,0.5006758547574875,2.782983142538404,0.5006758547574875,2.9042708192935334,0.5006758547574875,14.892423543043178,0.5006758547574875,13.46701778022779,0.5006758547574875,3.578994402149824
0.5260676738227762,11.65699377168474,0.5260676738227762,3.827356881681258,0.5260676738227762,14.735484636157086,0.5260676738227762,2.4221905004592124,0.5260676738227762,2.456357418752365,0.5260676738227762,14.660630478501272,0.5260676738227762,14.325178658737123,0.5260676738227762,2.6094732278951445
0.5508074918278999,10.716646096404059,0.5508074918278999,3.8359735946806355,0.5508074918278999,14.507549288488772,0.5508074918278999,2.2857454732982014,0.5508074918278999,2.2865943567948257,0.5508074918278999,14.505473442287382,0.5508074918278999,14.496927254720855,0.5508074918278999,2.2900891810161097
0.5748953087728595,9.770584973604986,0.5748953087728595,3.8290060071167646,0.5748953087728595,14.325981748749541,0.5748953087728595,2.1932570889577274,0.5748953087728595,2.2055363311926865,0.5748953087728595,14.29178528995481,0.5748953087728595,14.150228179237473,0.5748953087728595,2.2563665666569195
0.5983311246576549,8.70736357637741,0.5983311246576549,3.65728247331732,0.5983311246576549,13.938355237757206,0.5983311246576549,1.8133552377572055,0.5983311246576549,1.8720617236530792,0.5983311246576549,13.771812256956261,0.5983311246576549,12.939021030366847,0.5983311246576549,2.165621056882581
0.6211149394822862,7.657803885811514,0.6211149394822862,3.489585653047569,0.6211149394822862,13.571163880392108,0.6211149394822862,1.446163880392108,0.6211149394822862,1.581825564844531,0.6211149394822862,13.178579056067816,0.6211149394822862,10.771573835685214,0.6211149394822862,2.4135907336711955
0.6432467532467533,6.632655157379864,0.6432467532467533,3.3311346529632684,0.6432467532467533,13.23792233909009,0.6432467532467533,1.0908677876808177,0.6432467532467533,1.3305518066307638,0.6432467532467533,12.531231092218977,0.6432467532467533,7.228996590649022,0.6432467532467533,3.128877285229957
0.6647265659510563,5.614261364629847,0.6647265659510563,3.094548126247205,0.6647265659510563,12.848153869825413,0.6647265659510563,0.30074180650327165,0.6647265659510563,0.7227488574419145,0.6647265659510563,11.755467658418842,0.6647265659510563,3.3139479702981602,0.6647265659510563,5.04617800240639
0.6855543775951934,4.63523856083361,0.6855543775951934,2.940205502874329,0.6855543775951934,12.490355533841651,0.6855543775951934,-0.4452615368159041,0.6855543775951934,0.22141196266388263,0.6855543775951934,10.943508892056741,0.6855543775951934,1.338015138537548,0.6855543775951934,8.352714636466395
0.7057301881791674,3.709681520425896,0.7057301881791674,2.8761990372423956,0.7057301881791674,12.161253863444635,0.7057301881791674,-1.1504157099708774,0.7057301881791674,-0.16933114385648196,0.7057301881791674,10.102028507735236,0.7057301881791674,-0.24523581441180653,0.7057301881791674,10.261346906600016
0.7252539977029775,2.8617244729387843,0.7252539977029775,2.919237662380826,0.7252539977029775,11.938655412395455,0.7252539977029775,-1.3993445876045438,0.7252539977029775,-0.1513995649977944,0.7252539977029775,9.297126413917663,0.7252539977029775,-1.0658914149060799,0.7252539977029775,11.232834074627295
0.7441258061666219,2.3560066933804356,0.7441258061666219,3.284753341001007,0.7441258061666219,11.742644156604559,0.7441258061666219,-1.595355843395442,0.7441258061666219,-0.06625882428135599,0.7441258061666219,8.469612255896088,0.7441258061666219,-1.5263156514124994,0.7441258061666219,11.594863637797367
0.7623456135701038,1.8764351362380647,0.7623456135701038,3.6534569651042563,0.7623456135701038,11.569638093319206,0.7623456135701038,-1.768361906680795,0.7623456135701038,0.05232986334587597,0.7623456135701038,7.615254444390673,0.7623456135701038,-1.768159223267765,0.7623456135701038,11.56919788263248
0.77991341991342,1.4181748693972986,0.77991341991342,4.01941673357998,0.77991341991342,11.418870429133834,0.77991341991342,-1.9191295708661658,0.77991341991342,0.19385161968976306,0.77991341991342,6.733979745963032,0.77991341991342,-1.8708608961291784,0.77991341991342,11.311849379644597
0.7968292251965717,0.9840056760195475,0.7968292251965717,4.384397500094696,0.7968292251965717,11.289415370273186,0.7968292251965717,-2.0485846297268138,0.7968292251965717,0.3506160714859583,0.7968292251965717,5.8265858925730285,0.7968292251965717,-1.8721378822512005,0.7968292251965717,10.887657196033384
0.8130930294195595,0.5779288531112541,0.8130930294195595,4.751460060520193,0.8130930294195595,11.182362593844875,0.8130930294195595,-2.155637406155125,0.8130930294195595,0.5162609930021862,0.8130930294195595,4.896537940544418,0.8130930294195595,-1.7862447403673727,0.8130930294195595,10.313340955114395
0.8287048325823827,0.20311167988476875,0.8287048325823827,5.123035375362104,0.8287048325823827,11.097373855397407,0.8287048325823827,-2.2406261446025937,0.8287048325823827,0.6844918162569843,0.8287048325823827,3.946179231697646,0.8287048325823827,-1.6292738644643951,0.8287048325823827,9.602767758340676
0.8436646346850437,-0.13811469393751663,0.8436646346850437,5.500923670009835,0.8436646346850437,11.034275755634802,0.8436646346850437,-2.303724244365199,0.8436646346850437,0.8495608466043959,0.8436646346850437,2.9773124719067163,0.8436646346850437,-1.4170839734705791,0.8436646346850437,8.768819920724518
